Date,Price,Open,High,Low,Vol.,Change %,CPI_Combined,Inflation_Rate,Gold_Returns,Rolling_Corr_12m,Rolling_Corr_24m,Rolling_Beta_12m
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,129.8,0.3866976024748725,0.0,-0.2512903141926227,0.18829372196166233,-0.22558616307444207
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,130.1,0.23112480739597707,0.0,-0.25140851709824075,0.18765235538614783,-0.22575036366516132
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,130.5,0.3074558032282848,0.0,-0.2548913922876151,0.1872917600048508,-0.2314061686320269
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,132.2,1.3026819923371624,0.0,-0.2527868844870338,0.052716202970874974,-0.22789905933679322
2017-01-01,1322.2,"1,275.60","1,331.90","1,257.10",6.55M,3.83%,130.5,-1.2859304084720025,3.832260091094697,-0.2840623676548439,-0.0714052059788581,-0.2806708213494883
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,133.3,2.14559386973181,-3.690818333081225,-0.36553972702981724,-0.1331129855607904,-0.36196751462226495
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,134.2,0.6751687921980221,0.0,-0.5230566333223764,-0.13368510461591018,-0.5274877036730746
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,135.6,1.0432190760059745,0.0,-0.66093208976852,-0.13205586892728838,-0.6368994013885558
2017-01-01,1322.2,"1,275.60","1,331.90","1,257.10",6.55M,3.83%,128.6,-5.162241887905605,3.832260091094697,-0.7106268091926025,-0.4126080934161436,-0.6090282720682847
2017-01-01,1322.2,"1,275.60","1,331.90","1,257.10",6.55M,3.83%,128.9,0.2332814930015692,0.0,-0.6482498278753439,-0.4126080934161436,-0.5399224900716827
2017-01-01,1322.2,"1,275.60","1,331.90","1,257.10",6.55M,3.83%,129.3,0.3103180760279267,0.0,-0.559657237642391,-0.4355933182097863,-0.49066490937857865
2017-01-01,1322.2,"1,275.60","1,331.90","1,257.10",6.55M,3.83%,129.8,0.3866976024748725,0.0,-0.8389730498649972,-0.4595140497511892,-0.893860096670233
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,133.4,2.7734976887519247,-3.690818333081225,-0.8646679084337682,-0.5027009762798397,-0.9857507546948108
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,128.6,-3.59820089955023,-0.22773676770850848,-0.7389871513829186,-0.4711104269258606,-0.7360702905892063
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,130.5,1.477449455676516,0.48799685163321005,-0.7120198095848119,-0.4639201574959747,-0.69757688877031
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,129.3,-0.9195402298850519,-0.48562700712775353,-0.7092537989845883,-0.4604662704424102,-0.7033192281313263
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,135.5,4.795050270688317,0.48799685163321005,-0.5675843327707568,-0.407626263339494,-0.41463616482425264
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,135.6,0.07380073800737907,0.0,-0.5526103896944458,-0.41968041789040195,-0.3444450964495298
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,128.6,-5.162241887905605,2.553458134252362,-0.6421496204483744,-0.5592113264451273,-0.378817863931349
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,128.9,0.2332814930015692,0.0,-0.6439172235809654,-0.6399648404713844,-0.3829203888394134
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,129.3,0.3103180760279267,0.0,-0.485418622144821,-0.6217203656673352,-0.25814867270539904
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,129.8,0.3866976024748725,0.0,-0.48490373004317994,-0.5716532243541445,-0.2577528320281011
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,134.2,3.3898305084745672,-2.489880088596952,-0.5630803533558091,-0.557673391862174,-0.3145786735023968
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,130.1,-3.055141579731735,2.553458134252362,-0.6267933515728243,-0.6815994127257737,-0.37378801012931206
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,132.2,1.6141429669485063,0.0,-0.6015611945187533,-0.677398469857972,-0.27969824769213847
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,133.3,0.8320726172466042,0.0,-0.7073683191265205,-0.6769204757183607,-0.3555651816157808
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,133.4,0.07501875468867159,0.0,-0.7208595807410959,-0.6766954967287585,-0.36571981812521587
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,134.2,0.599700149925031,0.0,-0.7619958902031461,-0.6788013252203975,-0.3853003411840159
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,135.5,0.9687034277198192,0.0,-0.9428023246996984,-0.6976850817421331,-0.5628861209029876
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,135.6,0.07380073800737907,0.0,-0.9428023246996984,-0.7093538214468916,-0.5628861209029874
2017-01-01,1309.3,"1,277.90","1,309.80","1,238.30",4.98M,2.55%,130.5,-3.761061946902655,0.0,-0.7236521369595567,-0.6671263841429368,-0.40988545881709904
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,133.4,2.2222222222222365,-2.489880088596952,-0.7416900394538928,-0.681912134039549,-0.48193581046746736
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,133.3,-0.07496251874062887,0.0,-0.7433158816616532,-0.5918435306287233,-0.48226501766647456
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,132.2,-0.8252063015754096,0.0,-0.7429209679991944,-0.5916020995147733,-0.47622568256662484
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,129.8,-1.8154311649016486,-0.48562700712775353,-0.5806006954790338,-0.5734512828579469,-0.34722269805389605
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,130.1,0.23112480739597707,0.0,-0.3673271606918752,-0.574002362304765,-0.16651804988117194
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,130.5,0.3074558032282848,0.0,-0.4131324995146416,-0.5408789268116901,-0.19682338821353093
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,132.2,1.3026819923371624,0.0,-0.39498536866275474,-0.5870464463112363,-0.1842639755001877
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,133.3,0.8320726172466042,0.0,-0.37445324718111656,-0.6065043213888501,-0.17231022768332105
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,133.4,0.07501875468867159,0.0,-0.3876470312728472,-0.6224332018755228,-0.1796262733174109
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,134.2,0.599700149925031,0.0,-0.39977586849286717,-0.760027864590079,-0.18744428331878007
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,135.5,0.9687034277198192,0.0,-0.37442768044011215,-0.7552038888514981,-0.17229792250942785
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,135.6,0.07380073800737907,0.0,-0.45523101229089113,-0.6506469105526678,-0.3204061189334474
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,128.6,-5.162241887905605,0.48799685163321005,-0.410999599215348,-0.6006082849993525,-0.04891356937130849
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,128.9,0.2332814930015692,0.0,-0.409670223546503,-0.6009636769890474,-0.04859585254983678
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,129.3,0.3103180760279267,0.0,-0.4102777070667962,-0.6013626272327851,-0.04873340475378392
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,129.8,0.3866976024748725,0.0,-0.9741263614403998,-0.501681268697225,-0.08201817880745332
2017-01-01,1276.7,"1,271.80","1,300.40","1,265.90",7.44M,0.49%,130.1,0.23112480739597707,0.0,-0.9741263614403998,-0.36847686607908486,-0.08201817880745332
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,128.9,-0.9223674096848544,-0.25847889089057885,-0.7350872368012624,-0.37704980638788443,-0.07185460656941685
2017-01-01,1270.5,"1,282.20","1,308.40","1,262.80",6.43M,-1.11%,128.9,0.0,-0.22773676770850848,-0.7042463525310751,-0.3866506911131696,-0.07760396156026936
2017-01-01,1273.4,"1,241.70","1,277.30","1,204.00",4.85M,2.50%,128.6,-0.2327385570209506,0.22825659189296132,-0.6711299507225946,-0.386704609427407,-0.08033530033824755
2017-01-01,1284.8,"1,326.90","1,362.40","1,278.20",6.62M,-2.83%,135.6,5.443234836702948,0.8952410868540817,0.29325250632038646,-0.07902686594027009,0.04029090755234627
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,135.5,-0.07374631268436405,-3.3079078455790834,0.11498232642954043,-0.046259763777803206,0.051608247527690825
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,133.4,-1.5498154981549828,0.9337519117765591,0.04337244342948913,-0.08750122427407672,0.020137600249833795
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,134.2,0.599700149925031,0.0,0.04517665172296085,-0.07482398811223977,0.020898249892514736
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,135.5,0.9687034277198192,0.0,0.23086565319897404,0.07828516513651052,0.1441153626523104
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,135.6,0.07380073800737907,0.0,0.22938729404419256,0.07865661804781945,0.1429875424258246
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,128.6,-5.162241887905605,-0.21532817609060118,0.17822275110278107,0.08903668984788901,0.08066602277463744
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,128.9,0.2332814930015692,0.0,0.17747002115763308,0.07049053434945762,0.0803932274085213
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,133.3,3.413498836307216,0.21579283887467327,0.20260791832793326,0.09101154509717142,0.08488049987078525
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,129.3,-3.0007501875468856,-0.21532817609060118,0.19462974712017797,0.0993898966381442,0.0769610980409099
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,130.1,0.6187161639597649,0.0,0.19617365689485713,0.09889931658491738,0.07746343416583958
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,130.5,0.3074558032282848,0.0,0.20203960733898918,0.09834990610673158,0.07947550450386007
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,132.2,1.3026819923371624,0.0,0.032677630189241434,0.0995178293244935,0.015178289436446273
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,133.3,0.8320726172466042,0.0,0.15644687496338794,0.09973820647334634,0.020991074045979302
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,133.4,0.07501875468867159,0.0,0.9459076697524664,0.09874520589719947,0.048496723399364186
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,134.2,0.599700149925031,0.0,0.9459076697524664,0.09941322271687834,0.048496723399364186
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,129.8,-3.2786885245901454,0.0,0.84975988643946,0.1847763756541117,0.04036725223746744
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,132.2,1.8489984591679276,0.21579283887467327,0.8366424802053148,0.19544068898715616,0.04496293679547751
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,130.5,-1.2859304084720025,0.0,0.7565720635989909,0.1904262017263349,0.04430977462505947
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,130.1,-0.30651340996169507,0.0,0.7591895814933404,0.18902619573577595,0.04437049984341042
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,128.9,-0.9223674096848544,-3.389424994018664,0.18881618917590015,0.20083962081496098,0.11600706018879248
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,129.3,0.3103180760279267,0.0,0.2422998117459478,0.20176476570520116,0.17677303690636345
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,129.8,0.3866976024748725,0.0,0.23951184404692366,0.2028604861156144,0.17576471732459445
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,130.1,0.23112480739597707,0.0,0.2383864892545692,0.2068080673553234,0.1751297042417378
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,130.5,0.3074558032282848,0.0,0.2305346549926619,0.10056903947879252,0.17722359418786013
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,132.2,1.3026819923371624,0.0,0.23263683215664846,0.14550358778439074,0.17372889986041912
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,133.3,0.8320726172466042,0.0,0.24204518818874232,0.2142829913255238,0.17740438855085172
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,133.4,0.07501875468867159,0.0,0.23475573364518942,0.2121883982342222,0.17370406998065246
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,134.2,0.599700149925031,0.0,0.47146665027258494,0.21122258111725506,0.5379922859834689
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,135.5,0.9687034277198192,0.0,0.4756124175131024,0.2142888439594521,0.6216263053053691
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,135.6,0.07380073800737907,0.0,0.6668347870032995,0.25527116260607896,1.1106563550785298
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,128.6,-5.162241887905605,3.5083374607891793,-0.5468837829300383,-0.31945257719570586,-0.4752538507858059
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,128.9,0.2332814930015692,0.0,-0.9741263614401059,-0.36960745279050994,-0.5896502164160916
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,129.3,0.3103180760279267,0.0,-0.9741263614401059,-0.41887634420827774,-0.5896502164160916
2017-01-01,1253.9,"1,212.20","1,264.90","1,199.70",4.17M,3.51%,129.8,0.3866976024748725,0.0,-0.9741263614401059,-0.4197350878242675,-0.5896502164160916
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,135.5,4.391371340523875,-0.21532817609060118,-0.8591663213973941,-0.38265300220754855,-0.4175970327940309
2017-01-01,1251.2,"1,248.50","1,261.00","1,194.50",5.08M,-0.22%,135.6,0.07380073800737907,0.0,-0.855786861015952,-0.38624496689606536,-0.41563492424868925
2017-01-01,1211.4,"1,151.40","1,220.10","1,146.50",4.85M,5.18%,128.6,-5.162241887905605,-3.180946291560094,-0.06390775850883937,0.008779257104178815,-0.03511886430900518
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,128.6,0.0,4.697044741621248,-0.024123758455385277,0.015285866624421534,-0.01838782559627317
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,133.4,3.732503888024885,0.5598044626665688,-0.012192078107752443,0.038364848723264386,-0.008462477268313942
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,134.2,0.599700149925031,0.0,-0.012192078107752443,0.03567502915036612,-0.008462477268313923
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,135.5,0.9687034277198192,0.0,-0.012192078107752443,0.03208809710460663,-0.008462477268313933
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,135.6,0.07380073800737907,0.0,-0.012192078107752443,0.030886911918676305,-0.008462477268313943
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,135.6,0.0,-2.5952642308295526,0.3726923911439067,0.035393689005429385,0.30428479645641926
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,128.9,-4.941002949852502,0.0,0.30317699897019684,-0.007949445230376008,0.20498547105448459
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,133.3,3.413498836307216,2.6644127827416986,0.3916417281745667,0.0900608810313305,0.2708043714104041
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,129.3,-3.0007501875468856,-2.5952642308295526,0.4588550842124602,0.1726008306406388,0.3243147953144483
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,130.1,0.6187161639597649,0.0,0.5212438656893037,0.17191834745329412,0.40878681405110323
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,130.5,0.3074558032282848,0.0,0.5206928225508385,0.17191834745329412,0.4078215574672999
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,132.2,1.3026819923371624,0.0,0.35759309309459103,0.17191834745329412,0.2961905484506215
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,133.3,0.8320726172466042,0.0,0.5497504214955922,0.17191834745329412,0.3168437865115585
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,133.4,0.07501875468867159,0.0,0.5391422820854602,0.17191834745329412,0.3439302756398268
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,134.2,0.599700149925031,0.0,0.5391422820854602,0.17191834745329412,0.3439302756398269
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,129.8,-3.2786885245901454,0.0,0.4716550665154982,0.17152408569991065,0.27788756218889804
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,132.2,1.8489984591679276,2.6644127827416986,0.5269424591452012,0.2092933088901842,0.351839860443232
2017-01-01,1242.3,"1,271.60","1,298.80","1,236.50",4.67M,-2.60%,128.6,-2.7231467473524895,-2.5952642308295526,0.6678030239702886,0.4955028853127936,0.4264461574424817
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,130.1,1.1664074650077794,2.6644127827416986,0.7943629947507268,0.4993452166097572,0.6787786509819391
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,130.5,0.3074558032282848,0.0,0.736688431614846,0.49935032333778046,0.6553574976493673
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,129.3,-0.9195402298850519,-0.5566880978516653,0.6556364934131638,0.5028764276846219,0.574904959417301
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,129.8,0.3866976024748725,0.0,0.6602429550988665,0.5584195630659384,0.5814419251571281
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,130.1,0.23112480739597707,0.0,0.6613545721329968,0.5580614132470347,0.582885094698929
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,130.5,0.3074558032282848,0.0,0.6914199389037253,0.45971320422503725,0.6298177635162323
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,132.2,1.3026819923371624,0.0,0.6734005150447836,0.564430761270215,0.6006579417034079
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,133.3,0.8320726172466042,0.0,0.6584563843425133,0.5759189578479132,0.5793491258064244
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,128.9,-3.300825206301583,0.0,0.5933737034471194,0.5405172388188475,0.4500708442825759
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,134.2,4.111714507370046,0.0,0.5024558233763865,0.4958927370104767,0.3516184257989949
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,135.5,0.9687034277198192,0.0,0.45109365506719584,0.49385304236332855,0.2662361680450391
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,135.6,0.07380073800737907,0.0,0.17933056352170346,0.5398469449647123,0.08512109759342605
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,128.6,-5.162241887905605,0.5598044626665688,-0.39223208492554523,0.48539488585845103,-0.04032821800035882
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,128.9,0.2332814930015692,0.0,-0.3923993566803505,0.3982606469509298,-0.040362949168567516
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,129.3,0.3103180760279267,0.0,-0.7099724516096569,0.2976611289614676,-0.04986900278173152
2017-01-01,1275.4,"1,269.60","1,276.80","1,214.30",5.37M,0.56%,129.8,0.3866976024748725,0.0,-0.7099724516096569,0.2986802618170585,-0.049869002781731515
2017-01-01,1268.3,"1,251.90","1,297.40","1,245.40",4.43M,1.37%,133.4,2.7734976887519247,-0.5566880978516653,-0.6956402162071565,0.24441368931665675,-0.0680148446306572
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,139.1,4.272863568215879,-4.8568950563746665,-0.5311828335332147,-0.1281099270167601,-0.2798196391021387
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,139.4,0.21567217828901697,0.0,-0.5433457627162326,-0.12931773896334353,-0.28715335222010424
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,139.4,0.0,0.0,-0.5511927119779504,-0.1294224404011955,-0.2912225623392002
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,139.0,-0.2869440459110528,0.0,-0.5753002068356179,-0.13080754708837827,-0.3348397719156086
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,135.4,-2.5899280575539474,-0.8701417087925711,-0.6093524063495234,-0.09630297040962765,-0.3692659545676889
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,135.2,-0.1477104874446189,0.0,-0.6280140026699772,-0.1877847071054735,-0.38310714026663645
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,137.4,1.6272189349112454,0.0,-0.5957431952483391,-0.3334367433312043,-0.35627679345837143
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,136.1,-0.9461426491994218,0.0,-0.631868449086466,-0.4464703336031999,-0.5023732731567003
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,136.5,0.29390154298309934,0.0,-0.6309434047910311,-0.44655128811509504,-0.5018415590895343
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,138.4,1.391941391941387,0.0,-0.6038244148384585,-0.44866737901947185,-0.4755193706740407
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,139.1,0.5057803468208055,0.0,-0.601820083790601,-0.44798709483647786,-0.4741725997533779
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,139.1,0.0,0.0,-0.6520844887563412,-0.448947341846106,-0.5593754129281358
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,139.4,0.21567217828901697,0.0,0.7652563440687407,-0.44939498123164845,0.17874747297015983
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,135.6,-2.7259684361549574,0.0,0.5598025783164444,-0.45229471001469296,0.10555404575009422
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,139.1,2.581120943952797,0.8777796355124545,0.7066560197893502,-0.3817790369820295,0.16879692974261473
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,135.6,-2.5161754133716796,2.2292201872876394,-0.04683796019416991,-0.4594049795987636,-0.020234376681197985
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,137.4,1.3274336283185972,-2.1806095979247653,-0.37332711300342325,-0.51794917538036,-0.22834331219915854
2018-01-01,1196.2,"1,207.00","1,218.00","1,184.30",5.24M,-0.87%,139.4,1.455604075691408,-0.8701417087925711,-0.4140378056405355,-0.5308794259177065,-0.25650978535742375
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,136.1,-2.3672883787661525,3.1265674636348217,-0.5688374005172555,-0.5712190658870041,-0.44433105010742696
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,136.5,0.29390154298309934,0.0,-0.5885000962098181,-0.6182520861766706,-0.46517067210581176
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,137.4,0.659340659340657,0.0,-0.5894793441109445,-0.6165735209826152,-0.4637288919441076
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,138.4,0.727802037845704,0.0,-0.5950941650341255,-0.6147236612347657,-0.4781744610362342
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,139.1,0.5057803468208055,0.0,-0.5950941650341255,-0.614287951134941,-0.4781744610362342
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,139.1,0.0,0.0,-0.5950941650341255,-0.6259341984140079,-0.4781744610362344
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,139.4,0.21567217828901697,0.0,-0.5950941650341255,-0.4122296095127187,-0.4781744610362343
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,139.4,0.0,0.0,-0.7251489085740016,-0.4117448497490107,-0.67725927060981
2018-01-01,1233.6,"1,253.40","1,266.90","1,210.70",5.84M,-1.67%,139.0,-0.2869440459110528,0.0,-0.9289372637194699,-0.4104535276273911,-0.995547719845208
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,135.4,-2.5899280575539474,-2.1806095979247653,-0.31818029764137834,-0.191144307548377,-0.336135811458103
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,135.2,-0.1477104874446189,0.0,-0.19439081989777743,-0.2753092147389886,-0.19186794609768038
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,135.6,0.2958579881656931,0.0,-0.11137553188777713,-0.2756880422363551,-0.11632460433832587
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,136.1,0.36873156342183133,0.0,0.9352699993904163,-0.28233957496285855,0.6741897281524515
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,136.5,0.29390154298309934,0.0,0.9352699993904163,-0.2866878456574892,0.6741897281524516
2018-01-01,1206.7,"1,232.70","1,233.70","1,167.10",6.04M,-2.18%,138.4,1.391941391941387,0.0,0.8838039510495905,-0.2820858769934846,0.5881867248591481
